metric	value
loss	0.28537750244140625
tp	27.0
fp	9.0
tn	761.0
fn	100.0
accuracy	0.8784838318824768
precision	0.75
recall	0.21259842813014984
auc	0.9063299298286438
prc	0.5982296466827393
