metric	value
loss	0.41005921363830566
tp	83.0
fp	109.0
tn	660.0
fn	44.0
accuracy	0.8292410969734192
precision	0.4322916567325592
recall	0.6535432934761047
auc	0.8485556840896606
prc	0.4441177248954773
