metric	value
loss	0.3239373564720154
tp	85.0
fp	86.0
tn	684.0
fn	42.0
accuracy	0.8573021292686462
precision	0.49707603454589844
recall	0.6692913174629211
auc	0.8935729265213013
prc	0.6845846176147461
