metric	value
loss	0.37733232975006104
tp	98.0
fp	41.0
tn	728.0
fn	30.0
accuracy	0.9208472967147827
precision	0.7050359845161438
recall	0.765625
auc	0.923480212688446
prc	0.7349121570587158
