metric	value
loss	0.5746503472328186
tp	108.0
fp	188.0
tn	581.0
fn	19.0
accuracy	0.7689732313156128
precision	0.36486485600471497
recall	0.8503937125205994
auc	0.8612268567085266
prc	0.47381192445755005
