metric	value
loss	0.3206152021884918
tp	88.0
fp	64.0
tn	705.0
fn	40.0
accuracy	0.8840579986572266
precision	0.5789473652839661
recall	0.6875
auc	0.8869625926017761
prc	0.6148290634155273
