metric	value
loss	0.7797864079475403
tp	88.0
fp	141.0
tn	628.0
fn	39.0
accuracy	0.7991071343421936
precision	0.3842794895172119
recall	0.6929134130477905
auc	0.8308776617050171
prc	0.49691611528396606
