	loss	tp	fp	tn	fn	accuracy	precision	recall	auc	prc	val_loss	val_tp	val_fp	val_tn	val_fn	val_accuracy	val_precision	val_recall	val_auc	val_prc
0	0.6877411007881165	259.0	708.0	1754.0	148.0	0.7016382217407227	0.2678386867046356	0.6363636255264282	0.7267557978630066	0.30296772718429565	0.5302211046218872	71.0	131.0	484.0	31.0	0.7740585803985596	0.35148516297340393	0.6960784196853638	0.8150805234909058	0.4182800054550171
1	0.5685911774635315	300.0	569.0	1893.0	107.0	0.7643778324127197	0.34522441029548645	0.7371007204055786	0.8144399523735046	0.4537237584590912	0.45224952697753906	71.0	92.0	523.0	31.0	0.8284518718719482	0.43558281660079956	0.6960784196853638	0.8452813625335693	0.4624371826648712
2	0.5138758420944214	315.0	513.0	1949.0	92.0	0.7891251444816589	0.3804347813129425	0.773955762386322	0.843654990196228	0.45411697030067444	0.4309183657169342	73.0	84.0	531.0	29.0	0.8423988819122314	0.46496814489364624	0.7156862616539001	0.8633826971054077	0.48093974590301514
3	0.5036404728889465	305.0	507.0	1955.0	102.0	0.7877309322357178	0.37561577558517456	0.7493857741355896	0.8482606410980225	0.4694122076034546	0.38244596123695374	63.0	55.0	560.0	39.0	0.8688982129096985	0.5338982939720154	0.6176470518112183	0.867495596408844	0.4980819821357727
4	0.4806937873363495	317.0	476.0	1986.0	90.0	0.8027186989784241	0.3997477889060974	0.7788698077201843	0.8610536456108093	0.48616379499435425	0.38777223229408264	72.0	61.0	554.0	30.0	0.8730822801589966	0.5413534045219421	0.7058823704719543	0.878311812877655	0.5067987442016602
5	0.47364315390586853	314.0	471.0	1991.0	93.0	0.803415834903717	0.4000000059604645	0.7714987993240356	0.8651432991027832	0.4865424931049347	0.46148282289505005	82.0	111.0	504.0	20.0	0.8172942996025085	0.42487046122550964	0.8039215803146362	0.8787661194801331	0.5045359134674072
6	0.4649021327495575	324.0	486.0	1976.0	83.0	0.8016730546951294	0.4000000059604645	0.7960687875747681	0.8694140911102295	0.5130150318145752	0.3936227560043335	77.0	71.0	544.0	25.0	0.866108775138855	0.5202702879905701	0.7549019455909729	0.888083815574646	0.5199891328811646
7	0.4734857976436615	325.0	457.0	2005.0	82.0	0.8121296763420105	0.4156010150909424	0.7985258102416992	0.8651977181434631	0.503790020942688	0.3770892322063446	74.0	59.0	556.0	28.0	0.8786610960960388	0.5563910007476807	0.7254902124404907	0.8857803344726562	0.5282971262931824
8	0.4676790237426758	315.0	477.0	1985.0	92.0	0.8016730546951294	0.39772728085517883	0.773955762386322	0.8680888414382935	0.5065782070159912	0.4183361828327179	81.0	87.0	528.0	21.0	0.849372386932373	0.4821428656578064	0.7941176295280457	0.888123631477356	0.5274677872657776
9	0.4557006061077118	323.0	458.0	2004.0	84.0	0.811083972454071	0.4135723412036896	0.7936117649078369	0.8734593987464905	0.5152665376663208	0.42677468061447144	82.0	93.0	522.0	20.0	0.8423988819122314	0.46857142448425293	0.8039215803146362	0.8859396576881409	0.5160738825798035
