	loss	tp	fp	tn	fn	accuracy	precision	recall	auc	prc	val_loss	val_tp	val_fp	val_tn	val_fn	val_accuracy	val_precision	val_recall	val_auc	val_prc
0	0.17709793150424957	331.0	95.0	3137.0	203.0	0.9208709597587585	0.7769953012466431	0.6198501586914062	0.9428853392601013	0.7759827375411987	0.28925320506095886	72.0	54.0	561.0	30.0	0.8828451633453369	0.5714285969734192	0.7058823704719543	0.9095249176025391	0.5982680916786194
1	0.12509773671627045	311.0	40.0	2422.0	96.0	0.9525967240333557	0.8860399127006531	0.764127790927887	0.9801024794578552	0.9193626046180725	0.26707029342651367	54.0	34.0	581.0	48.0	0.8856346011161804	0.6136363744735718	0.529411792755127	0.9111111760139465	0.6170988082885742
2	0.09542284905910492	342.0	28.0	2434.0	65.0	0.9675845503807068	0.9243243336677551	0.8402948379516602	0.9898406267166138	0.9580555558204651	0.2637118697166443	53.0	24.0	591.0	49.0	0.8981868624687195	0.6883116960525513	0.5196078419685364	0.9186832308769226	0.6247321963310242
3	0.06614729017019272	371.0	7.0	2455.0	36.0	0.9850121736526489	0.9814814925193787	0.9115478992462158	0.9963304996490479	0.986530065536499	0.304856538772583	78.0	60.0	555.0	24.0	0.8828451633453369	0.5652173757553101	0.7647058963775635	0.9262633323669434	0.644961953163147
4	0.05035391449928284	385.0	5.0	2457.0	22.0	0.9905890822410583	0.9871794581413269	0.9459459185600281	0.9986826777458191	0.9936966300010681	0.287690132856369	70.0	43.0	572.0	32.0	0.8953974843025208	0.6194690465927124	0.686274528503418	0.921281635761261	0.6396549940109253
5	0.03422649949789047	394.0	0.0	2462.0	13.0	0.99546879529953	1.0	0.9680589437484741	0.9997720718383789	0.9988676309585571	0.29028674960136414	69.0	38.0	577.0	33.0	0.900976300239563	0.644859790802002	0.6764705777168274	0.9248604774475098	0.6433790922164917
6	0.024859417229890823	400.0	0.0	2462.0	7.0	0.9975601434707642	1.0	0.9828009605407715	0.9999236464500427	0.9995606541633606	0.30582231283187866	71.0	39.0	576.0	31.0	0.9023709893226624	0.6454545259475708	0.6960784196853638	0.9221982955932617	0.6356816291809082
7	0.015426063910126686	406.0	0.0	2462.0	1.0	0.9996514320373535	1.0	0.9975429773330688	0.9999999403953552	1.0	0.3106779456138611	62.0	30.0	585.0	40.0	0.9023709893226624	0.6739130616188049	0.6078431606292725	0.9148812294006348	0.6341334581375122
8	0.01135067269206047	407.0	0.0	2462.0	0.0	1.0	1.0	1.0	1.0	1.0	0.31931906938552856	63.0	29.0	586.0	39.0	0.9051603674888611	0.6847826242446899	0.6176470518112183	0.9149848222732544	0.6333872675895691
9	0.00908656045794487	407.0	0.0	2462.0	0.0	1.0	1.0	1.0	1.0	1.0	0.33378225564956665	61.0	29.0	586.0	41.0	0.9023709893226624	0.6777777671813965	0.5980392098426819	0.9091104865074158	0.6374574899673462
10	0.006821846589446068	407.0	0.0	2462.0	0.0	1.0	1.0	1.0	1.0	1.0	0.3401898145675659	68.0	39.0	576.0	34.0	0.8981868624687195	0.6355140209197998	0.6666666865348816	0.910481333732605	0.6354678869247437
11	0.0057606082409620285	407.0	0.0	2462.0	0.0	1.0	1.0	1.0	1.0	1.0	0.34432339668273926	63.0	33.0	582.0	39.0	0.8995816111564636	0.65625	0.6176470518112183	0.9092620015144348	0.6359208226203918
12	0.004507381469011307	407.0	0.0	2462.0	0.0	1.0	1.0	1.0	1.0	1.0	0.3567800223827362	60.0	27.0	588.0	42.0	0.9037656784057617	0.6896551847457886	0.5882353186607361	0.9072612524032593	0.6326302289962769
13	0.0037459121085703373	407.0	0.0	2462.0	0.0	1.0	1.0	1.0	1.0	1.0	0.3667390048503876	59.0	27.0	588.0	43.0	0.9023709893226624	0.6860465407371521	0.5784313678741455	0.9007570743560791	0.628551185131073
14	0.003219147678464651	407.0	0.0	2462.0	0.0	1.0	1.0	1.0	1.0	1.0	0.3651563227176666	62.0	29.0	586.0	40.0	0.9037656784057617	0.6813187003135681	0.6078431606292725	0.906671404838562	0.6354306936264038
