metric	value
loss	0.2596915364265442
tp	103.0
fp	45.0
tn	724.0
fn	25.0
accuracy	0.9219620823860168
precision	0.6959459185600281
recall	0.8046875
auc	0.9373323321342468
prc	0.7963893413543701
