metric	value
loss	0.3946625292301178
tp	67.0
fp	32.0
tn	737.0
fn	61.0
accuracy	0.8963210582733154
precision	0.6767676472663879
recall	0.5234375
auc	0.878286600112915
prc	0.6137213706970215
