metric	value
loss	0.3460104763507843
tp	66.0
fp	64.0
tn	705.0
fn	61.0
accuracy	0.8604910969734192
precision	0.5076923370361328
recall	0.5196850299835205
auc	0.8596653938293457
prc	0.45878639817237854
